Customer_ID,Customer_Name,Gender,Age,Country,Industry,Company_Size,Subscription_Plan,Billing_Cycle,Monthly_Fee,Customer_Tenure_Months,Auto_Renew,Avg_Login_Days_Per_Month,Avg_Session_Duration_Min,Features_Used,Storage_Usage_GB,API_Usage,Mobile_App_Usage,Support_Tickets,Avg_Response_Time_Hours,Training_Webinars_Attended,Last_Month_Login_Count,NPS_Score,Satisfaction_Rating,Total_Revenue,Discount_Percentage,Payment_Method,Late_Payments,Churn,Churn_Reason,Legacy_System_ID
CUST100948,Matthew Clark,Female,23,Australia,IT,Medium,Standard,Quarterly,73.97,14,Yes,29,80,1,266.44,Medium,No,13,6.8,9,30,-4,1,1035.64,14,Bank Transfer,8,No,,
CUST100949,Chen Hernandez,Female,40,United States,Retail,Small,Premium,Monthly,140.78,45,Yes,5,97,3,72.1,High,Yes,11,30.1,4,20,39,3,6334.96,28,credit card,1,No,,
CUST100950,Nancy Thomas,Female,29,Canada,Healthcare,Medium,Standard,Annual,78.8,56,Yes,23,41,2,421.29,Low,Yes,4,7.8,8,12,62,5,4412.84,29,Bank Transfer,8,No,,
CUST100951,WEI DAVIS,Male,53,India,Finance,Medium,Standard,Monthly,56.69,44,No,18,15,8,327.36,Low,Yes,4,42.1,0,0,-43,4,2494.47,20,Bank Transfer,2,Yes,Price,
CUST100952,susan davis,Female,35,USA,Manufacturing,Small,Basic,Annual,44.85,7,Yes,15,62,5,320.16,Low,Yes,3,24.9,6,28,56,3,313.94,20,Credit Card,0,No,,
CUST100953,Barbara Jones,Male,25,Germany,Healthcare,Small,Premium,Monthly,169.06,72,No,6,87,6,114.72,High,No,0,,10,22,-32,2,12172.12,20,PayPal,7,Yes,Performance Issues,
CUST100954,Mary Lewis,Female,32,India,Finance,Medium,Basic,Monthly,37.26,16,No,20,99,3,102.88,Medium,No,12,17.1,5,25,14,1,596.16,19,Credit Card,3,Yes,Low Usage,
CUST100955,John Clark,Female,40,Australia,Information Technology,Medium,Standard,Annual,99.24,37,Yes,21,17,3,413.47,Low,Yes,7,23.1,6,20,81,4,3671.85,12,PayPal,1,No,,
CUST100956,James White,Male,21,Canada,Finance,Medium,Premium,Quarterly,171.42,15,No,4,67,1,43.92,Low,No,11,6.9,5,30,-43,1,2571.34,11,Credit Card,7,Yes,Low Usage,
CUST100957,Susan Thomas,Male,25,India,IT,Medium,Standard,Monthly,84.06,12,No,21,60,7,260.7,High,Yes,4,37.5,2,22,10,5,1008.68,6,Bank Transfer,0,No,,
CUST100958,Barbara Anderson,Female,64,Australia,Education,Enterprise,Standard,Annual,93.44,57,Yes,29,13,4,300.76,High,No,4,11.5,0,30,-83,3,5326.3,27,Credit Card,4,No,,
CUST100959,Charles Thomas,Male,35,Australia,Education,Medium,Standard,Quarterly,68.14,19,Yes,24,71,5,473.05,Medium,Yes,7,23.4,1,8,61,1,1294.67,20,Bank Transfer,4,No,,
CUST100960,Jessica Taylor,Male,54,India,Finance,Small,Basic,Monthly,20,62,No,25,66,7,103.15,High,Yes,7,37,3,8,87,1,1240,7,Credit Card,8,No,,
CUST100961,Hans Wilson,Male,61,France,Information Technology,Medium,Standard,Quarterly,84.71,3,Yes,15,17,12,4.65,Medium,No,9,17.1,2,16,-23,3,254.12,2,Credit Card,7,No,,
CUST100962,Joseph Brown,Female,25,United Kingdom,IT,Small,Standard,Quarterly,68.36,9,No,18,12,15,204.79,Medium,No,3,46.2,10,0,-9,5,615.26,17,PayPal,8,No,,
CUST100963,JOSEPH BROWN,Male,51,Canada,Retail,Small,Standard,Monthly,83.83,67,Yes,10,96,8,153.3,Low,No,6,47.1,9,3,80,3,5616.44,18,Credit Card,6,No,,
CUST100964,Linda Lewis,Male,58,India,Education,Medium,Basic,Annual,20,8,Yes,1,43,2,183.75,Low,Yes,12,24.7,1,14,60,2,160,30,credit card,1,No,,
CUST100965,Patricia Anderson,Female,21,Australia,Finance,Medium,Standard,Annual,60.12,71,Yes,18,19,10,339.17,Medium,Yes,2,18.9,2,21,-53,1,4268.5,26,Bank Transfer,0,No,,
CUST100966,Hans Lewis,Female,34,India,Education,Enterprise,Basic,Quarterly,20,1,Yes,28,114,14,474.67,Medium,No,3,15.2,6,4,-18,4,20,7,PayPal,6,No,,
CUST100967,Jennifer Jones,Female,26,USA,information technology,Medium,Standard,Monthly,53.32,32,Yes,23,42,2,438.51,Medium,No,4,31.9,3,13,-54,5,1706.24,7,Bank Transfer,5,No,,
CUST100968,Joseph Taylor,Female,21,United States,Healthcare,Medium,Basic,Annual,30.15,46,No,22,54,9,391.11,High,Yes,15,15.9,6,19,13,2,1387.03,12,PayPal,7,Yes,Low Usage,
CUST100969,Noah Miller,Male,33,Australia,IT,Small,Standard,Monthly,48.85,59,Yes,0,87,8,449.69,Medium,No,1,30.4,10,14,51,3,2882.41,28,PayPal,8,No,,
CUST100970,Michael Davis,Male,28,India,Healthcare,Enterprise,Basic,Annual,20,34,No,2,109,15,156.76,High,Yes,15,7.9,2,15,-78,1,680,7,Credit Card,3,Yes,Low Usage,
CUST100971,Pierre Smith,Male,61,United Kingdom,Retail,Small,Standard,Annual,57.99,28,No,3,10,1,21.8,Low,No,10,8,1,3,-19,3,1623.66,29,Credit Card,7,Yes,Low Usage,
CUST100972,JESSICA BROWN,Male,30,Netherlands,Retail,Small,Premium,Monthly,143.88,57,Yes,18,58,11,294.87,Medium,No,8,8.2,3,8,-88,5,8201.32,24,PayPal,6,No,,
CUST100973,Michael Ramirez,Male,54,India,Education,Medium,Standard,Quarterly,71.32,27,Yes,9,72,3,166.67,Medium,No,7,25.1,1,6,-56,3,1925.61,18,PayPal,2,No,,
CUST100974,James Martinez,Female,22,India,Information Technology,Enterprise,Standard,Quarterly,99.4,61,No,4,48,11,80.76,High,No,5,21.5,2,29,-15,2,6063.61,15,Bank Transfer,5,Yes,Performance Issues,
CUST100975,Liam Jackson,Male,48,France,IT,Small,Premium,Annual,161.92,4,No,16,102,9,399.18,Medium,No,10,20.4,5,4,91,3,647.66,1,Credit Card,8,No,,
CUST100976,John Wilson,Male,51,United States,Retail,Medium,Premium,Annual,141.16,19,No,3,68,4,437.75,Medium,Yes,9,12.4,7,8,-79,4,2682.01,23,credit card,0,Yes,Low Usage,
CUST100977,noah gonzalez,Female,27,United Kingdom,Healthcare,Medium,Basic,Quarterly,25.33,4,Yes,5,58,12,495.33,Medium,Yes,8,41.8,8,6,-90,1,101.32,27,CREDIT CARD,2,Yes,Competitor,
CUST100978,Nancy Thomas,Male,39,USA,Manufacturing,Small,Standard,Annual,61.93,25,Yes,16,75,7,191.83,High,No,7,30.5,3,12,65,1,1548.29,14,PayPal,8,Yes,Missing Features,
CUST100979,Priya Garcia,Female,62,United Kingdom,Education,Small,Basic,Monthly,38.27,11,Yes,26,86,6,16.41,Medium,Yes,15,7.6,1,2,-4,5,421.01,11,Credit Card,8,No,,
CUST100980,Hans Robinson,Male,48,United States,Healthcare,Small,Basic,Monthly,33.44,15,Yes,25,86,4,275.53,Medium,No,13,40.8,6,11,-51,5,501.55,16,PayPal,3,No,,
CUST100981,Jennifer Harris,Female,57,India,Healthcare,Small,Basic,Annual,20,67,No,2,20,8,381.87,Medium,No,11,3.6,0,29,45,2,1340,13,Bank Transfer,8,Yes,Poor Support,
CUST100982,OLGA THOMPSON,Male,39,India,Retail,Small,Standard,Quarterly,75.78,22,Yes,18,34,5,222.09,Low,No,14,45.8,2,11,10,1,1667.15,8,Credit Card,8,Yes,Poor Support,
CUST100983,Joseph Anderson,Male,31,United States,information technology,Small,Premium,Annual,156.81,29,Yes,30,40,10,76.49,High,Yes,14,31.2,2,2,55,2,4547.42,8,Credit Card,7,No,,
CUST100984,Hans Jones,Female,41,Canada,Finance,Medium,Premium,Monthly,150.82,53,Yes,6,15,8,340.3,Medium,No,12,13.8,1,1,23,3,7993.31,11,Bank Transfer,7,No,,
CUST100985,HANS RAMIREZ,Male,38,Germany,Information Technology,Small,Basic,Monthly,30.87,39,Yes,12,6,10,248.37,Medium,No,0,,1,27,61,4,1204.08,8,credit card,4,No,,
CUST100986,ananya hernandez,Male,65,India,IT,Small,Basic,Monthly,33.67,31,Yes,6,58,8,313.33,Low,No,3,43.7,6,14,87,3,1043.65,27,Credit Card,1,No,,
CUST100987,matthew johnson,Male,39,Netherlands,Education,Medium,Premium,Quarterly,181.95,11,Yes,4,2,1,342.68,Low,Yes,13,9.8,5,10,-84,3,2001.47,15,PayPal,4,Yes,Competitor,
CUST100988,Emma Hernandez,Male,48,United States,Healthcare,Small,Standard,Quarterly,87.97,48,Yes,11,78,10,142.83,High,No,9,2,3,25,-3,2,4222.66,15,PayPal,1,No,,
CUST100989,John White,Male,47,USA,Education,Small,Premium,Annual,135.57,33,No,26,42,14,165.73,High,No,5,18.5,8,30,-58,4,4473.97,17,Credit Card,8,No,,
CUST100990,Priya Jackson,Female,37,France,Education,Medium,Basic,Monthly,28.77,40,Yes,13,20,8,308.37,Low,Yes,15,31.5,4,13,85,5,1150.69,6,PayPal,8,No,,
CUST100991,John Thompson,Female,37,usa,Education,Medium,Basic,Monthly,56.92,37,Yes,4,80,10,253.38,High,Yes,12,43.5,7,12,-84,4,2106.21,13,Credit Card,3,No,,
CUST100992,Margaret White,Female,58,India,Retail,Medium,Standard,Monthly,75.47,63,Yes,26,5,10,371.85,Medium,Yes,4,26.7,8,26,-1,1,4754.61,1,Bank Transfer,6,No,,
CUST100993,Hans Miller,Female,29,United States,IT,Small,Premium,Annual,177.67,36,Yes,20,82,12,77.39,Low,Yes,12,42.6,4,29,-20,2,6396.16,29,PayPal,3,No,,
CUST100994,William Ramirez,Male,39,Canada,IT,Medium,Basic,Quarterly,64.33,42,Yes,24,92,5,446.81,Medium,No,15,41.7,1,27,-12,4,2701.95,15,CREDIT CARD,6,No,,
CUST100995,Nancy Wilson,Female,50,Germany,Retail,Medium,Standard,Monthly,56.07,59,No,9,55,4,32.88,Low,No,6,22.2,10,4,-38,3,3307.87,23,Bank Transfer,0,No,,
CUST100996,Barbara Martin,Male,22,India,Finance,Small,Standard,Monthly,68.96,16,Yes,12,52,12,270.4,Low,No,15,37,9,19,96,5,1103.29,21,PayPal,4,No,,
CUST100997,Fatima Smith,Male,51,United States,Finance,Medium,Basic,Annual,26.1,46,No,3,21,8,437,Low,No,13,23.6,1,16,-99,3,1200.41,25,PayPal,2,Yes,Low Usage,
CUST100998,Matthew Robinson,Female,58,France,Manufacturing,Medium,Standard,Quarterly,50.44,65,No,23,82,3,341.28,Low,No,13,6.8,6,13,-51,5,3278.7,13,Credit Card,5,No,,
CUST100999,Barbara Rodriguez,Female,40,France,Retail,Small,Premium,Monthly,170.86,11,Yes,12,66,5,85.74,Medium,Yes,0,,7,29,53,1,1879.45,12,PayPal,0,No,,
CUST101000,Marie Johnson,Male,46,India,information technology,Small,Basic,Monthly,30.17,51,Yes,26,3,11,153.26,High,No,2,44.8,0,18,-5,5,1538.45,1,Credit Card,4,No,,
CUST101001,Jessica Wilson,Female,42,Singapore,Retail,Small,Standard,Quarterly,45.21,26,Yes,17,79,2,265.62,High,No,7,27.7,10,28,97,3,1175.56,1,PayPal,0,No,,
CUST101002,Ahmed Brown,Female,50,France,Education,Small,Basic,Quarterly,29.85,28,Yes,15,101,6,187.98,Medium,No,4,32.9,5,14,63,4,835.69,16,PayPal,7,No,,
CUST101003,Sarah Jones,Male,22,India,Manufacturing,Small,Premium,Monthly,138.18,3,Yes,3,97,5,67.38,Low,Yes,9,21.2,7,24,-16,1,414.55,30,Credit Card,8,Yes,Low Usage,
CUST101004,Ahmed Jackson,Female,48,Australia,Retail,Small,Standard,Monthly,69.66,14,Yes,23,110,7,366.62,Medium,No,3,21.3,2,16,-41,5,975.21,24,Credit Card,1,No,,
CUST101005,Karen Lopez,Female,40,India,information technology,Small,Premium,Quarterly,112.62,24,No,29,91,3,403.78,Low,Yes,10,45.8,1,1,43,3,2702.8,30,credit card,7,No,,
CUST101006,Michael Ramirez,Female,21,Netherlands,Retail,Medium,Premium,Monthly,147.22,48,No,9,15,12,290.9,Medium,No,13,41.2,1,21,-3,3,7066.63,9,Credit Card,4,No,,
CUST101007,MARGARET MARTINEZ,Female,56,Germany,Retail,Medium,Standard,Monthly,82.63,29,Yes,28,41,10,311.12,High,No,11,36.6,6,30,-22,3,2396.37,22,Bank Transfer,7,No,,
CUST101008,Thomas Perez,Male,26,usa,Finance,Medium,Basic,Annual,20,43,No,3,19,5,400.59,High,No,8,27.8,10,14,79,4,860,27,credit card,7,No,,
CUST101009,Wei Wilson,Female,47,United States,Retail,Small,Standard,Monthly,43.35,22,Yes,15,37,10,12.63,Low,Yes,0,,5,15,-39,2,953.67,30,Bank Transfer,3,No,,
CUST101010,Richard Martin,Male,59,India,Healthcare,Medium,Basic,Monthly,24.13,30,Yes,23,66,11,120.31,Low,Yes,3,44.5,5,26,-90,3,723.96,16,Bank Transfer,5,No,,
CUST101011,Priya Moore,Female,62,Netherlands,Manufacturing,Small,Standard,Monthly,66.97,21,Yes,5,90,9,346.62,Low,Yes,4,2.7,1,30,2,1,1406.43,26,CREDIT CARD,6,No,,
CUST101012,John Anderson,Female,48,USA,Manufacturing,Small,Premium,Monthly,173.53,23,No,26,21,6,78.5,Medium,Yes,8,6.4,4,30,9,3,3991.16,10,CREDIT CARD,1,No,,
CUST101013,Anthony Lewis,Female,52,Netherlands,information technology,Enterprise,Basic,Annual,31.62,1,Yes,12,46,8,231.66,Low,Yes,3,34.4,10,29,-11,3,31.62,30,PayPal,7,No,,LEG-81489
CUST101014,NANCY HERNANDEZ,Male,46,United States,Finance,Small,Basic,Monthly,21.54,46,Yes,1,33,10,308.72,Medium,Yes,7,2.6,4,20,-74,1,990.89,13,Credit Card,4,Yes,Performance Issues,
CUST101015,Matthew Garcia,Male,55,Canada,IT,Small,Basic,Monthly,20,69,Yes,0,105,2,130.17,Medium,Yes,2,28.5,2,3,33,2,1380,14,Bank Transfer,5,No,,
CUST101016,Patricia Lee,Female,64,Singapore,Finance,Small,Standard,Monthly,69.33,8,No,20,98,14,465.1,Medium,No,5,9,2,27,28,2,554.62,22,CREDIT CARD,5,Yes,Missing Features,
CUST101017,ava sanchez,Male,41,Netherlands,IT,Enterprise,Premium,Monthly,179.05,17,No,0,80,10,181.16,Medium,No,10,12.5,9,4,-48,4,3043.86,13,Bank Transfer,6,Yes,Performance Issues,
CUST101018,Lisa Johnson,Male,38,Australia,Healthcare,Small,Standard,Monthly,75.7,37,Yes,15,91,15,201.86,Low,Yes,6,8,9,5,-12,2,2800.92,2,Credit Card,0,No,,
CUST101019,Ava Wilson,Male,27,Netherlands,IT,Medium,Standard,Monthly,79.86,44,No,12,46,15,266.85,Low,No,11,31.6,8,27,-84,2,3513.81,26,Bank Transfer,2,Yes,Poor Support,
CUST101020,Barbara Clark,Female,65,France,Education,Medium,Basic,Quarterly,20,72,Yes,21,115,10,241.46,Low,Yes,13,24.1,5,11,78,4,1440,14,Bank Transfer,8,No,,
CUST101021,Chen Thompson,Male,61,France,IT,Enterprise,Basic,Quarterly,38.76,7,Yes,2,47,15,214.63,Medium,Yes,2,5,10,8,25,3,271.29,18,Credit Card,8,No,,
CUST101022,Barbara Robinson,Female,52,France,information technology,Enterprise,Basic,Monthly,26.41,66,No,8,108,5,64.01,High,Yes,14,7.8,1,21,71,5,1742.81,20,Credit Card,3,No,,
CUST101023,CHARLES THOMAS,Male,50,United Kingdom,IT,Small,Basic,Annual,25.35,25,No,6,41,15,343.99,Medium,Yes,4,26.4,1,25,14,5,633.74,20,Credit Card,5,No,,
CUST101024,Fatima Martin,Female,29,United States,Finance,Small,Premium,Monthly,152.6,21,No,28,37,7,342.71,High,Yes,9,14.7,7,9,12,5,3204.51,17,PayPal,0,No,,
CUST101025,Michael Martinez,Male,61,United States,IT,Enterprise,Standard,Annual,73.01,28,No,22,16,5,268.87,Low,Yes,5,22,3,26,-29,2,2044.4,27,Bank Transfer,8,Yes,Performance Issues,
CUST101026,JOSEPH LEWIS,Male,22,USA,Education,Small,Basic,Monthly,21.13,29,Yes,13,119,3,52.25,Low,Yes,10,16.7,7,16,43,3,612.65,15,Bank Transfer,4,No,,
CUST101027,Wei Hernandez,Male,48,United States,Finance,Medium,Standard,Monthly,62.58,35,Yes,25,26,5,438.52,Medium,No,11,44.8,4,8,-2,2,2190.23,10,PayPal,3,No,,
CUST101028,chen thompson,Male,31,USA,Manufacturing,Small,Standard,Monthly,48.96,64,No,1,53,10,476.49,Low,Yes,15,27.5,1,29,-17,4,3133.12,4,PayPal,3,Yes,Price,
CUST101029,Jessica Gonzalez,Female,40,United States,information technology,Small,Premium,Quarterly,144.46,60,Yes,17,103,3,48.04,High,No,4,6.6,10,21,54,3,8667.37,18,Credit Card,1,No,,
CUST101030,Marie Taylor,Female,24,Germany,IT,Small,Basic,Monthly,41.68,46,Yes,3,67,7,86.8,High,Yes,11,47.5,10,0,-61,5,1917.33,30,PayPal,8,No,,
CUST101031,jennifer perez,Female,26,usa,Education,Enterprise,Basic,Quarterly,20,55,Yes,6,89,11,285.73,Medium,Yes,8,17.3,2,1,75,3,1100,15,Credit Card,2,No,,
CUST101032,Lisa Thomas,Female,37,United Kingdom,Healthcare,Small,Basic,Monthly,36.95,19,Yes,30,45,8,274.25,Medium,No,14,4.3,6,27,95,5,701.98,4,Bank Transfer,6,No,,
CUST101033,Chen Ramirez,Female,38,usa,IT,Medium,Basic,Quarterly,20,54,No,17,88,9,54.31,Low,No,3,38.7,3,11,-96,5,1080,4,CREDIT CARD,0,No,,
CUST101034,SUSAN GONZALEZ,Female,60,USA,IT,Medium,Basic,Quarterly,20,21,Yes,23,70,12,221.67,Low,No,11,13.3,4,6,-40,1,420,7,PayPal,0,No,,
CUST101035,LINDA MARTIN,Female,47,Germany,Education,Small,Premium,Annual,143.56,26,No,25,38,1,136.89,Low,Yes,12,41.6,6,9,17,1,3732.62,2,credit card,4,Yes,Performance Issues,
CUST101036,thomas hernandez,Male,21,France,Information Technology,Small,Premium,Annual,163.87,1,Yes,0,61,13,416.92,Medium,Yes,8,46.9,5,29,-96,3,163.87,6,PayPal,0,Yes,Low Usage,
CUST101037,Ananya Gonzalez,Male,62,India,Finance,Small,Standard,Monthly,47.95,56,Yes,27,117,13,140.56,Low,Yes,6,33.5,8,0,-36,5,2685.25,2,Credit Card,4,No,,
CUST101038,Charles Wilson,Female,48,India,Education,Small,Standard,Monthly,96.62,63,Yes,12,37,2,145.26,Medium,No,5,36.6,6,11,3,1,6086.96,21,Credit Card,4,No,,
CUST101039,David Brown,Female,58,Netherlands,Retail,Enterprise,Standard,Monthly,102.06,58,Yes,19,72,8,398.8,Low,No,9,38.4,7,20,-62,4,5919.71,3,Credit Card,3,No,,
CUST101040,Hans Williams,Female,62,India,Education,Small,Standard,Monthly,80.61,8,Yes,28,64,11,170.53,High,No,10,37.5,10,30,75,3,644.9,17,CREDIT CARD,8,No,,
CUST101041,Richard Lee,Male,43,USA,Healthcare,Small,Premium,Quarterly,141.95,39,No,8,99,2,92.8,Low,Yes,6,43.1,10,6,-44,3,5536.24,10,Bank Transfer,8,Yes,Price,
CUST101042,Jennifer Martin,Female,28,USA,Retail,Small,Premium,Quarterly,142.88,24,Yes,12,86,7,212.28,Low,Yes,13,5.3,10,19,-40,5,3429.13,23,Credit Card,8,No,,
CUST101043,Chen Martin,Male,40,Germany,Healthcare,Medium,Basic,Quarterly,20,41,No,10,86,8,230.39,Medium,Yes,6,23.8,1,27,-11,4,820,22,Bank Transfer,2,No,,
CUST101044,Richard Smith,Male,51,Germany,IT,Medium,Standard,Monthly,59.65,26,Yes,14,62,8,122.47,Low,No,13,16.7,0,21,-85,5,1550.95,11,Credit Card,1,No,,
CUST101045,Marie Martinez,Female,21,France,Healthcare,Small,Basic,Monthly,21.73,40,Yes,9,58,4,416.76,High,No,13,20.5,0,2,-26,5,869.03,7,Bank Transfer,5,No,,
CUST101046,Olga Garcia,Female,63,USA,Manufacturing,Small,Basic,Annual,20,61,Yes,0,101,10,207.06,High,Yes,4,8.1,10,29,-43,3,1220,2,Credit Card,0,No,,
CUST101047,Michael White,Male,36,Netherlands,Finance,Medium,Basic,Annual,30.24,33,Yes,17,41,8,44.84,Medium,No,0,,7,19,65,5,997.86,30,PayPal,6,No,,
CUST101048,EMMA SANCHEZ,Male,50,Australia,Healthcare,Enterprise,Standard,Quarterly,53.02,2,Yes,26,106,15,435.77,Low,No,6,29.5,1,19,0,3,106.05,10,credit card,7,No,,
CUST101049,Fatima Davis,Female,65,Singapore,Finance,Medium,Basic,Monthly,20,54,No,23,30,14,259.86,Medium,Yes,5,3.1,10,22,31,2,1080,25,Bank Transfer,4,Yes,Competitor,
CUST101050,Liam Lee,Male,59,Australia,Retail,Small,Premium,Monthly,138.58,10,No,12,51,15,19.66,Low,No,6,18.6,0,4,50,4,1385.82,0,credit card,1,No,,LEG-26371
CUST101051,Michael Brown,Male,54,USA,Retail,Enterprise,Standard,Monthly,75.43,21,Yes,16,10,8,409.93,Low,Yes,13,15.7,2,6,-84,4,1583.96,7,PayPal,5,Yes,Performance Issues,
CUST101052,Pierre Rodriguez,Female,33,United Kingdom,Healthcare,Small,Standard,Quarterly,86.58,66,Yes,28,92,6,38.2,High,No,12,11.8,0,7,1,3,5714.35,6,CREDIT CARD,5,No,,
CUST101053,Fatima Jones,Female,44,United states,IT,Medium,Standard,Monthly,54.76,42,Yes,4,86,10,408.88,Medium,Yes,10,9.2,7,28,94,1,2299.96,2,CREDIT CARD,2,No,,
CUST101054,barbara rodriguez,Male,43,United States,Information Technology,Small,Standard,Monthly,88.06,16,Yes,0,111,12,427.4,Low,Yes,13,36.2,10,6,59,1,1408.92,24,CREDIT CARD,7,Yes,Poor Support,
CUST101055,Barbara Lee,Female,59,France,Finance,Enterprise,Standard,Monthly,53.14,62,No,9,23,11,418.16,Low,Yes,6,15.6,7,2,24,2,3294.41,22,Credit Card,2,Yes,Performance Issues,
CUST101056,Liam Ramirez,Female,21,United Kingdom,Retail,Small,Basic,Monthly,20,14,Yes,0,92,1,331.91,Medium,Yes,13,16.7,7,18,-10,2,280,16,Bank Transfer,5,Yes,Low Usage,
CUST101057,Chen Miller,Male,21,United States,Finance,Medium,Basic,Annual,38.45,28,Yes,5,48,2,308.28,Medium,No,4,3.2,1,17,-24,2,1076.66,0,Bank Transfer,2,No,,
CUST101058,Noah Taylor,Male,25,United Kingdom,Finance,Small,Basic,Monthly,20,41,Yes,15,58,10,187.83,Low,No,3,3.8,2,4,-56,4,820,7,credit card,5,No,,LEG-62245
CUST101059,NANCY PEREZ,Male,64,Germany,Finance,Small,Standard,Monthly,61.72,28,No,28,43,15,415.5,Medium,No,13,25.8,7,15,-34,2,1728.23,21,Credit Card,6,Yes,Competitor,
CUST101060,fatima lewis,Male,44,usa,Finance,Small,Basic,Quarterly,20,17,Yes,3,86,8,38.47,High,Yes,2,6.7,2,11,-40,1,340,5,credit card,0,Yes,Low Usage,
CUST101061,Lisa Jackson,Female,52,United States,Retail,Medium,Basic,Annual,20,5,Yes,25,73,14,269.7,Medium,No,14,19.7,2,27,-79,5,100,16,Bank Transfer,8,Yes,Poor Support,
CUST101062,chen davis,Male,24,France,Retail,Small,Standard,Annual,59.7,48,Yes,21,51,12,141.22,High,Yes,9,33.4,3,7,-43,2,2865.77,13,PayPal,0,No,,
CUST101063,Richard Jackson,Female,20,United States,Retail,Small,Basic,Monthly,20,46,No,16,59,9,30.68,Medium,Yes,12,15.8,9,21,-69,5,920,22,Credit Card,3,No,,
CUST101063,Richard Jackson,Female,20,United States,Retail,Small,Basic,Monthly,20,46,No,16,59,9,30.68,Medium,Yes,12,15.8,9,21,-69,5,920,22,Credit Card,3,No,,
CUST101064,John Martinez,Male,49,Singapore,information technology,Small,Standard,Monthly,79.11,65,Yes,3,40,9,344.36,Low,Yes,4,43.6,6,0,97,4,5142.17,17,Credit Card,8,No,,
CUST101065,WEI ROBINSON,Female,52,United states,Retail,Small,Standard,Quarterly,75.2,48,No,6,99,15,462.65,Low,No,6,27.7,0,2,12,4,3609.46,26,credit card,6,No,,
CUST101066,Daniel Lopez,Female,39,Germany,Finance,Small,Basic,Monthly,38.42,66,No,0,76,9,33,Medium,No,1,2.6,8,12,99,1,2535.94,27,CREDIT CARD,1,No,,
CUST101067,SARAH LEE,Female,23,Germany,IT,Small,Premium,Monthly,143.87,17,Yes,19,119,3,323.43,High,Yes,13,25.9,1,13,-8,1,2445.84,27,credit card,6,Yes,Price,
CUST101068,Nancy Smith,Female,42,usa,Retail,Medium,Standard,Quarterly,68.59,60,Yes,20,9,12,471.46,High,Yes,14,20,1,18,31,5,4115.46,17,PayPal,2,No,,
CUST101069,Nancy Gonzalez,Male,49,Germany,IT,Small,Standard,Annual,83.39,72,Yes,21,86,9,75.86,High,No,1,13.4,6,6,-26,5,6004.08,4,Bank Transfer,1,No,,
CUST101070,Wei Clark,Male,29,United Kingdom,IT,Medium,Standard,Monthly,73.36,67,Yes,1,21,1,365.01,High,Yes,1,3.9,10,13,84,1,4915.3,23,PayPal,0,No,,
CUST101071,NOAH JACKSON,Female,33,United Kingdom,IT,Medium,Standard,Quarterly,83.59,56,Yes,6,12,3,355.72,Low,No,5,46.2,8,11,-40,1,4680.87,18,credit card,1,No,,
CUST101072,Joseph Wilson,Female,54,France,Healthcare,Medium,Basic,Quarterly,37.5,67,Yes,7,68,12,481.12,Medium,Yes,6,13.7,9,24,85,3,2512.6,2,Credit Card,3,No,,
CUST101073,linda lewis,Female,29,Netherlands,IT,Small,Standard,Quarterly,70.67,67,Yes,5,77,8,158.63,Low,No,7,37.6,2,25,67,1,4734.81,27,Credit Card,8,No,,
CUST101074,Hans Sanchez,Male,24,usa,Education,Medium,Premium,Monthly,151.43,15,Yes,18,50,9,386.54,Low,No,13,15.8,6,25,69,5,2271.44,11,Bank Transfer,6,No,,
CUST101075,Susan Martinez,Male,48,India,Finance,Enterprise,Premium,Annual,148.98,19,No,16,44,13,72.57,Low,No,0,,1,18,23,2,2830.66,3,CREDIT CARD,1,No,,
CUST101076,Pierre Taylor,Male,21,United States,Finance,Medium,Basic,Monthly,26.45,44,No,11,23,3,199.33,Low,Yes,15,43.7,2,4,18,5,1163.66,4,Bank Transfer,2,No,,
CUST101077,Wei Anderson,Female,39,United States,Healthcare,Medium,Basic,Annual,20,19,Yes,16,44,2,216.07,Medium,Yes,12,32.6,6,7,50,2,380,19,Credit Card,7,No,,
CUST101078,Sarah Jackson,Male,46,United States,Education,Small,Basic,Quarterly,30.11,28,Yes,8,113,4,383.29,Low,No,3,18.5,4,23,-64,4,843.08,2,Credit Card,3,No,,
CUST101079,Olga Hernandez,Male,22,Germany,Retail,Small,Premium,Annual,152.76,31,No,16,51,12,137.71,Medium,Yes,14,22,0,24,43,3,4735.46,24,CREDIT CARD,1,No,,
CUST101080,Olga Davis,Female,50,India,IT,Small,Premium,Annual,140.95,29,No,25,120,5,24.47,Low,No,4,41.7,10,25,-61,1,4087.64,30,Credit Card,0,No,,
CUST101081,Thomas Ramirez,Male,57,Australia,Retail,Small,Standard,Quarterly,75.8,8,No,10,116,15,66.37,High,Yes,4,22.5,4,3,-4,1,606.41,2,PayPal,2,Yes,Missing Features,
CUST101082,Noah Ramirez,Female,64,Netherlands,Healthcare,Small,Standard,Monthly,88.49,23,No,15,48,14,348.73,High,No,8,22.9,7,14,-37,1,2035.33,14,Credit Card,2,Yes,Price,
CUST101083,RICHARD SANCHEZ,Male,32,India,Manufacturing,Small,Basic,Quarterly,25.12,8,Yes,11,49,6,293.56,High,No,5,3.7,10,21,13,1,200.99,25,Credit Card,3,No,,
