customer_id,customer_name,gender,age,country,industry,company_size,subscription_plan,billing_cycle,monthly_fee,customer_tenure_months,auto_renew,avg_login_days_per_month,avg_session_duration_min,features_used,storage_usage_gb,api_usage,mobile_app_usage,support_tickets,avg_response_time_hours,training_webinars_attended,last_month_login_count,nps_score,satisfaction_rating,total_revenue,discount_percentage,payment_method,late_payments,churn,churn_reason,customer_lifecycle,customer_engagement,support_experience,age_group,revenue_segment,retention_priority
CUST100328,Fatima Jackson,Male,53,Singapore,Healthcare,Small,Standard,Monthly,72.62,24,Yes,17,102,13,37.18,High,No,4,46.9,4,25,15,3,1742.88,17,Credit Card,6,No,,Established Customer,Daily User,Occasional Assistance,47-56,Business Account,Monitor Engagement
CUST100329,John Rodriguez,Male,31,Germany,Finance,Medium,Basic,Monthly,28.67,20,Yes,18,96,8,246.74,Medium,Yes,11,31.8,10,5,-71,3,573.4,10,Credit Card,7,No,,Developing Customer,Rare Visitor,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST100330,Linda Thompson,Male,51,Germany,Finance,Small,Standard,Monthly,81.81,9,No,12,48,4,316.59,Low,No,5,17.9,4,3,-36,1,736.29,9,Credit Card,3,Yes,Poor Support,New Customer,Rare Visitor,Occasional Assistance,47-56,Starter Account,Monitor Engagement
CUST100331,Mary Miller,Female,24,Singapore,Healthcare,Small,Premium,Monthly,152.83,19,No,22,67,6,20.26,Low,Yes,7,14.6,4,22,90,5,2903.77,4,Credit Card,5,No,,Developing Customer,Consistent User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST100332,Lisa Lee,Male,38,Australia,Finance,Small,Basic,Monthly,20,54,Yes,18,68,11,315.87,Low,No,13,24.5,3,6,-95,5,1080,19,Credit Card,6,Yes,Low Usage,Loyal Customer,Rare Visitor,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST100333,Daniel Sanchez,Female,36,Germany,Finance,Enterprise,Basic,Quarterly,20,28,No,30,61,3,112.02,High,Yes,0,,8,13,4,3,560,2,Paypal,8,No,,Established Customer,Occasional User,No Support Needed,37-46,Starter Account,Monitor Engagement
CUST100334,Liam Brown,Male,35,Australia,IT,Medium,Premium,Monthly,165.95,17,Yes,1,81,9,209.49,Low,Yes,2,26.7,0,27,-90,3,2821.15,22,Bank Transfer,0,Yes,Competitor,Developing Customer,Daily User,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST100335,Noah Jackson,Male,59,United States,Retail,Small,Standard,Monthly,83.9,12,Yes,2,91,1,373.04,Medium,No,13,9.4,4,6,31,3,1006.8,15,Credit Card,2,Yes,Missing Features,Developing Customer,Rare Visitor,Ongoing Support,57+,Growth Account,Monitor Engagement
CUST100336,Margaret Williams,Male,23,United Kingdom,Healthcare,Medium,Basic,Monthly,31.38,37,Yes,16,51,1,217.68,Low,No,5,3.5,10,28,-54,2,1161.06,10,Credit Card,2,No,,Established Customer,Daily User,Occasional Assistance,18-26,Growth Account,Monitor Engagement
CUST100337,Anthony Perez,Female,48,France,IT,Small,Basic,Quarterly,47.07,33,Yes,21,20,9,40.42,Medium,Yes,10,44.8,7,25,-49,2,1553.31,14,Credit Card,1,Yes,Low Usage,Established Customer,Daily User,Ongoing Support,47-56,Growth Account,Monitor Engagement
CUST100338,Lisa Williams,Female,32,Canada,Finance,Enterprise,Standard,Monthly,66.45,66,No,28,112,13,151.19,High,Yes,13,20.6,3,1,-28,3,4385.7,17,Credit Card,7,No,,Loyal Customer,Rare Visitor,Ongoing Support,27-36,Enterprise Account,Monitor Engagement
CUST100339,Daniel Lewis,Male,42,United States,IT,Small,Standard,Monthly,87.35,51,Yes,26,102,8,91.15,Medium,Yes,15,16.9,2,4,-91,4,4454.85,16,Credit Card,6,No,,Loyal Customer,Rare Visitor,Ongoing Support,37-46,Enterprise Account,Monitor Engagement
CUST100340,Wei Jones,Male,29,France,Finance,Small,Basic,Monthly,20,40,No,24,51,10,1.35,Low,Yes,12,10.2,8,10,-47,3,800,29,Credit Card,8,No,,Established Customer,Occasional User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST100341,Noah Lewis,Female,53,United States,IT,Small,Standard,Quarterly,95.98,40,Yes,7,119,11,142.09,Low,No,0,,3,12,94,2,3839.2,27,Paypal,7,No,,Established Customer,Occasional User,No Support Needed,47-56,Enterprise Account,Monitor Engagement
CUST100342,Michael Harris,Male,22,Germany,Retail,Enterprise,Basic,Quarterly,20,39,Yes,11,71,14,466.68,Medium,Yes,7,32.4,4,11,-56,4,780,9,Bank Transfer,4,No,,Established Customer,Occasional User,Frequent Assistance,18-26,Starter Account,Monitor Engagement
CUST100343,Thomas Moore,Female,23,India,Healthcare,Enterprise,Standard,Quarterly,52.48,34,Yes,0,13,6,116.4,Medium,No,1,17.5,5,26,-23,4,1784.32,23,Bank Transfer,5,No,,Established Customer,Daily User,Occasional Assistance,18-26,Business Account,Loyal Customer
CUST100344,Sarah White,Female,35,United Kingdom,Healthcare,Small,Basic,Quarterly,20,11,Yes,24,70,8,152.7,Medium,Yes,15,25.2,9,20,45,4,220,29,Credit Card,8,No,,New Customer,Consistent User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST100345,Ava White,Male,60,United States,Finance,Medium,Premium,Monthly,170.81,3,No,5,76,4,464.39,Low,No,10,22.8,1,1,-88,2,512.43,28,Paypal,0,Yes,Low Usage,New Customer,Rare Visitor,Ongoing Support,57+,Starter Account,Immediate Outreach
CUST100346,Emma Lewis,Female,21,Canada,Retail,Medium,Basic,Quarterly,47.49,50,Yes,7,75,12,320.33,Low,No,7,2.2,5,18,-18,4,2374.5,8,Credit Card,2,No,,Loyal Customer,Consistent User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST100347,Patricia Davis,Female,28,India,Education,Small,Basic,Annual,20,49,No,17,39,2,369.43,High,No,13,20.5,9,0,-61,4,980,21,Credit Card,3,No,,Loyal Customer,Rare Visitor,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST100348,Wei Moore,Male,42,France,Finance,Small,Standard,Monthly,59.77,22,No,22,58,4,424.03,Low,Yes,7,31.2,9,23,-2,4,1314.94,15,Bank Transfer,1,Yes,Performance Issues,Developing Customer,Consistent User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100349,John Williams,Male,20,India,Finance,Small,Basic,Annual,20,43,Yes,23,48,3,259.38,Low,Yes,14,19.6,7,13,-20,4,860,21,Bank Transfer,1,No,,Established Customer,Occasional User,Ongoing Support,18-26,Growth Account,Monitor Engagement
CUST100350,Daniel Jackson,Male,44,United States,Education,Medium,Standard,Monthly,51.37,32,No,7,7,10,191.11,Low,Yes,4,45.1,4,30,-80,5,1643.84,25,Credit Card,0,Yes,Performance Issues,Established Customer,Daily User,Occasional Assistance,37-46,Growth Account,Monitor Engagement
CUST100351,Michael Garcia,Female,36,United states,Healthcare,Enterprise,Basic,Monthly,20.82,43,Yes,19,69,2,123.31,Low,No,7,19.7,3,10,86,4,895.26,13,Paypal,5,No,,Established Customer,Occasional User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100352,Jennifer Taylor,Female,49,Germany,Healthcare,Small,Basic,Quarterly,20.69,32,Yes,22,10,14,46.44,High,No,9,46.7,2,4,71,1,662.08,5,Paypal,4,No,,Established Customer,Rare Visitor,Frequent Assistance,47-56,Starter Account,Immediate Outreach
CUST100353,James Moore,Male,22,India,Retail,Small,Standard,Monthly,38.45,46,Yes,20,15,5,449.51,Low,No,9,18.1,9,15,-75,3,1768.7,5,Bank Transfer,1,No,,Established Customer,Occasional User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST100354,Karen Wilson,Male,28,United states,Finance,Medium,Premium,Annual,127.89,18,Yes,7,88,14,80.44,Low,No,1,6.1,1,0,-30,2,2302.02,8,Credit Card,5,No,,Developing Customer,Rare Visitor,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST100355,Ananya Thomas,Male,27,United States,IT,Small,Basic,Monthly,52.75,60,Yes,27,24,5,466.02,Low,No,2,1.3,2,6,27,5,3165,1,Paypal,3,No,,Loyal Customer,Rare Visitor,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST100356,Chen Thompson,Male,53,United States,Retail,Small,Basic,Quarterly,42.16,5,Yes,10,12,1,225.19,Medium,Yes,15,28.9,5,11,72,2,210.8,15,Credit Card,0,No,,New Customer,Occasional User,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST100357,Liam White,Male,53,United Kingdom,Retail,Small,Standard,Monthly,71.99,72,Yes,11,91,5,292.26,Low,Yes,10,34.4,4,13,97,2,5183.28,27,Bank Transfer,7,No,,Loyal Customer,Occasional User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST100358,Daniel Anderson,Male,25,India,Finance,Small,Premium,Monthly,152.44,47,No,8,25,1,155.91,Low,No,10,24.9,6,22,86,5,7164.68,3,Bank Transfer,2,No,,Established Customer,Consistent User,Ongoing Support,18-26,Enterprise Account,Monitor Engagement
CUST100359,Elizabeth Moore,Male,38,Singapore,IT,Small,Standard,Quarterly,70.05,29,Yes,30,4,13,3.03,High,No,12,4.7,0,27,100,2,2031.45,15,Credit Card,1,No,,Established Customer,Daily User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST100360,Jennifer Ramirez,Female,52,United States,Manufacturing,Medium,Standard,Monthly,68.12,61,Yes,27,43,15,300.85,Low,Yes,4,5.1,8,17,-10,4,4155.32,25,Paypal,2,No,,Loyal Customer,Consistent User,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST100361,Hans Brown,Female,20,Australia,Retail,Medium,Basic,Quarterly,25.19,57,Yes,21,93,10,476.64,Medium,Yes,12,26.3,1,18,-65,3,1435.83,24,Paypal,6,No,,Loyal Customer,Consistent User,Ongoing Support,18-26,Growth Account,Monitor Engagement
CUST100362,Ahmed Brown,Male,24,United Kingdom,Finance,Enterprise,Basic,Annual,20,8,Yes,25,42,7,84.33,Low,No,12,47.7,7,1,68,1,160,6,Bank Transfer,0,No,,New Customer,Rare Visitor,Ongoing Support,18-26,Starter Account,Immediate Outreach
CUST100363,Wei Williams,Female,49,United Kingdom,IT,Medium,Basic,Monthly,21.13,61,Yes,28,106,15,290.57,Low,No,8,7.2,8,12,36,1,1288.93,14,Credit Card,3,No,,Loyal Customer,Occasional User,Frequent Assistance,47-56,Growth Account,Monitor Engagement
CUST100364,Karen Martin,Male,45,United states,Healthcare,Medium,Basic,Quarterly,20,26,Yes,22,45,3,232.47,Low,Yes,8,7.6,4,7,-35,5,520,14,Bank Transfer,3,No,,Established Customer,Rare Visitor,Frequent Assistance,37-46,Starter Account,Monitor Engagement
CUST100365,Chen Gonzalez,Male,52,United Kingdom,IT,Medium,Standard,Quarterly,66.88,28,No,2,78,10,399.69,High,Yes,4,10,1,21,-69,3,1872.64,26,Credit Card,8,Yes,Competitor,Established Customer,Consistent User,Occasional Assistance,47-56,Business Account,Monitor Engagement
CUST100366,Liam White,Female,41,United States,Finance,Small,Standard,Annual,76.26,26,No,6,51,8,398.76,Low,Yes,9,39.3,10,20,70,3,1982.76,9,Bank Transfer,3,No,,Established Customer,Consistent User,Frequent Assistance,37-46,Business Account,Monitor Engagement
CUST100367,William Lee,Female,61,India,Manufacturing,Medium,Standard,Monthly,61.51,16,No,16,79,15,282.41,Medium,No,9,37.2,4,17,-51,1,984.16,14,Paypal,0,Yes,Competitor,Developing Customer,Consistent User,Frequent Assistance,57+,Growth Account,Monitor Engagement
CUST100368,Chen Hernandez,Male,25,Germany,Retail,Enterprise,Standard,Quarterly,73.77,6,Yes,16,18,7,353.59,Low,No,10,11.8,9,30,12,1,442.62,20,Credit Card,1,No,,New Customer,Daily User,Ongoing Support,18-26,Starter Account,Monitor Engagement
CUST100369,Chen Clark,Male,27,Germany,Manufacturing,Medium,Basic,Quarterly,23.39,11,Yes,7,24,13,143.27,Low,Yes,8,11.9,4,27,-93,2,257.29,10,Paypal,4,Yes,Missing Features,New Customer,Daily User,Frequent Assistance,27-36,Starter Account,Monitor Engagement
CUST100370,Olga Thompson,Female,49,Australia,Finance,Medium,Standard,Monthly,76.65,23,Yes,24,11,12,14.86,Low,No,9,29.7,9,13,83,5,1762.95,20,Credit Card,3,No,,Developing Customer,Occasional User,Frequent Assistance,47-56,Business Account,Monitor Engagement
CUST100371,Margaret Rodriguez,Male,59,United Kingdom,IT,Medium,Standard,Quarterly,75.31,50,No,21,80,9,356.05,Medium,Yes,12,39.7,2,22,32,1,3765.5,18,Paypal,6,No,,Loyal Customer,Consistent User,Ongoing Support,57+,Enterprise Account,Monitor Engagement
CUST100372,Ahmed Hernandez,Female,21,United States,Manufacturing,Small,Basic,Annual,20,32,No,18,89,3,2.69,Low,No,10,4.3,0,28,-47,4,640,9,Credit Card,6,Yes,Competitor,Established Customer,Daily User,Ongoing Support,18-26,Starter Account,Monitor Engagement
CUST100373,Nancy Martinez,Male,52,United States,Education,Small,Premium,Quarterly,128.59,51,Yes,18,39,11,470.41,Low,No,15,21.9,1,6,-76,4,6558.09,5,Credit Card,0,No,,Loyal Customer,Rare Visitor,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST100374,Richard Jones,Male,64,United States,Healthcare,Small,Standard,Monthly,49.7,60,Yes,7,21,10,44.91,High,Yes,6,47.8,2,22,73,4,2982,7,Paypal,2,No,,Loyal Customer,Consistent User,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST100375,Noah Jones,Female,45,United States,IT,Small,Premium,Monthly,136.23,23,No,2,112,7,221.89,Low,Yes,6,39.1,4,22,-18,4,3133.29,20,Bank Transfer,0,No,,Developing Customer,Consistent User,Frequent Assistance,37-46,Business Account,Monitor Engagement
CUST100376,Patricia Lewis,Female,58,Netherlands,Retail,Medium,Standard,Quarterly,82.08,4,No,7,106,4,376.4,Low,Yes,11,3.7,4,17,15,1,328.32,1,Paypal,5,Yes,Poor Support,New Customer,Consistent User,Ongoing Support,57+,Starter Account,Monitor Engagement
CUST100377,Matthew Wilson,Male,32,Netherlands,IT,Medium,Premium,Monthly,160.83,44,Yes,5,86,5,276.61,High,No,6,33.7,5,1,20,3,7076.52,1,Paypal,8,No,,Established Customer,Rare Visitor,Frequent Assistance,27-36,Enterprise Account,Monitor Engagement
CUST100378,Chen Lopez,Female,57,India,Manufacturing,Enterprise,Basic,Monthly,20,34,Yes,21,18,12,285.56,Medium,No,8,47.2,8,19,86,1,680,15,Paypal,1,No,,Established Customer,Consistent User,Frequent Assistance,57+,Starter Account,Monitor Engagement
CUST100379,Jennifer Perez,Female,41,Germany,Retail,Medium,Premium,Monthly,145.57,45,Yes,9,50,8,208.37,Low,No,4,23.2,3,10,-75,5,6550.65,0,Credit Card,2,No,,Established Customer,Occasional User,Occasional Assistance,37-46,Enterprise Account,Monitor Engagement
CUST100380,Linda Taylor,Male,33,Germany,IT,Medium,Premium,Monthly,129.94,28,Yes,20,66,15,183.97,High,Yes,5,47,10,14,0,1,3638.32,14,Credit Card,8,No,,Established Customer,Occasional User,Occasional Assistance,27-36,Enterprise Account,Monitor Engagement
CUST100381,Emma Lewis,Male,29,Germany,IT,Small,Basic,Annual,20,57,Yes,25,38,5,31.19,Low,No,9,38.9,4,8,14,3,1140,24,Credit Card,3,No,,Loyal Customer,Occasional User,Frequent Assistance,27-36,Growth Account,Monitor Engagement
CUST100382,Joseph White,Male,59,Germany,IT,Small,Standard,Annual,76.19,70,Yes,1,109,14,213.86,Low,Yes,7,2.5,10,29,-83,3,5333.3,28,Credit Card,7,No,,Loyal Customer,Daily User,Frequent Assistance,57+,Enterprise Account,Monitor Engagement
CUST100383,Anthony Anderson,Female,53,United States,Education,Small,Basic,Quarterly,20,13,Yes,26,103,13,106.14,High,Yes,1,27.9,4,23,-86,1,260,4,Paypal,2,No,,Developing Customer,Consistent User,Occasional Assistance,47-56,Starter Account,Loyal Customer
CUST100384,Jennifer Lopez,Female,56,Netherlands,IT,Small,Standard,Monthly,64.95,70,Yes,4,42,8,221.32,Medium,Yes,15,28.2,6,18,44,2,4546.5,15,Credit Card,2,Yes,Low Usage,Loyal Customer,Consistent User,Ongoing Support,57+,Enterprise Account,Monitor Engagement
CUST100385,Priya Robinson,Male,52,India,Healthcare,Medium,Premium,Quarterly,159.98,56,Yes,22,18,10,291.12,High,No,14,37.1,7,28,-9,4,8958.88,9,Bank Transfer,8,No,,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST100386,James Perez,Female,31,United states,Finance,Small,Basic,Quarterly,31.6,69,No,8,102,6,382.9,Medium,Yes,9,47.1,1,28,47,3,2180.4,10,Credit Card,0,No,,Loyal Customer,Daily User,Frequent Assistance,27-36,Business Account,Monitor Engagement
CUST100387,Hans Lewis,Male,28,Australia,Healthcare,Enterprise,Standard,Monthly,66.51,18,Yes,14,84,15,437.69,Medium,No,9,35.9,5,24,94,4,1197.18,10,Credit Card,0,No,,Developing Customer,Daily User,Frequent Assistance,27-36,Growth Account,Monitor Engagement
CUST100388,Thomas Brown,Female,49,India,Retail,Small,Basic,Quarterly,42.83,25,Yes,13,24,12,403.29,Low,No,1,3,8,11,-44,1,1070.75,7,Paypal,0,No,,Established Customer,Occasional User,Occasional Assistance,47-56,Growth Account,Monitor Engagement
CUST100389,David Sanchez,Female,31,Singapore,IT,Enterprise,Standard,Monthly,61.99,68,Yes,15,70,2,1.79,Low,No,11,12.2,8,14,14,5,4215.32,24,Paypal,2,No,,Loyal Customer,Occasional User,Ongoing Support,27-36,Enterprise Account,Monitor Engagement
CUST100390,Marie Martin,Male,49,United Kingdom,IT,Medium,Basic,Quarterly,20,20,Yes,1,58,4,358.75,Low,Yes,4,4.7,8,19,-100,4,400,11,Bank Transfer,8,No,,Developing Customer,Consistent User,Occasional Assistance,47-56,Starter Account,Monitor Engagement
CUST100391,Robert Brown,Male,61,Canada,Finance,Medium,Premium,Quarterly,131.02,72,Yes,5,24,4,252.24,Medium,Yes,4,38,5,6,16,1,9433.44,18,Credit Card,4,No,,Loyal Customer,Rare Visitor,Occasional Assistance,57+,Enterprise Account,Monitor Engagement
CUST100392,Karen Moore,Male,54,United Kingdom,Manufacturing,Medium,Basic,Monthly,42.99,9,Yes,13,23,2,63.24,Medium,No,14,28.9,2,13,-10,5,386.91,13,Credit Card,6,Yes,Competitor,New Customer,Occasional User,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST100393,Mary Lee,Female,41,United Kingdom,Finance,Small,Basic,Monthly,20,44,Yes,9,39,13,312.6,Low,Yes,9,15,5,25,75,1,880,3,Credit Card,1,Yes,Missing Features,Established Customer,Daily User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100394,Nancy Smith,Male,61,United States,IT,Medium,Premium,Annual,150.21,65,Yes,25,103,12,125.38,Low,Yes,12,13.4,3,3,24,1,9763.65,8,Credit Card,6,No,,Loyal Customer,Rare Visitor,Ongoing Support,57+,Enterprise Account,Immediate Outreach
CUST100395,Patricia Wilson,Female,45,United States,Healthcare,Enterprise,Standard,Monthly,98.1,40,Yes,27,89,12,60.39,Low,Yes,9,21.4,7,13,-37,1,3924,12,Credit Card,1,No,,Established Customer,Occasional User,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST100396,Wei Harris,Male,41,Canada,IT,Small,Standard,Annual,58.09,21,Yes,27,56,8,424.22,Medium,No,6,46.9,10,11,80,1,1219.89,6,Paypal,2,No,,Developing Customer,Occasional User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100397,Sarah Rodriguez,Male,64,Canada,Retail,Medium,Standard,Monthly,71.72,41,No,28,45,4,15.97,Medium,Yes,2,44.8,3,3,-81,4,2940.52,14,Credit Card,2,No,,Established Customer,Rare Visitor,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST100398,Noah Wilson,Female,35,India,Finance,Small,Premium,Annual,151.63,52,Yes,8,80,9,353.74,Low,Yes,8,11.9,9,12,-85,4,7884.76,26,Credit Card,5,No,,Loyal Customer,Occasional User,Frequent Assistance,27-36,Enterprise Account,Monitor Engagement
CUST100399,Richard Wilson,Male,29,Australia,Manufacturing,Small,Premium,Monthly,150.71,25,Yes,6,109,9,472.54,Medium,Yes,15,46.7,1,6,-92,5,3767.75,14,Paypal,3,Yes,Competitor,Established Customer,Rare Visitor,Ongoing Support,27-36,Enterprise Account,Monitor Engagement
CUST100400,James Martinez,Female,26,United Kingdom,Retail,Medium,Basic,Monthly,38.77,15,Yes,23,79,10,403.92,Medium,No,6,37.1,8,0,-96,1,581.55,7,Credit Card,0,Yes,Low Usage,Developing Customer,Rare Visitor,Frequent Assistance,27-36,Starter Account,Immediate Outreach
CUST100401,Daniel Ramirez,Male,48,Canada,Retail,Small,Basic,Monthly,30.73,48,Yes,30,58,3,235.63,Medium,No,13,4,9,14,-18,3,1475.04,26,Paypal,4,No,,Loyal Customer,Occasional User,Ongoing Support,47-56,Growth Account,Monitor Engagement
CUST100402,Chen White,Male,43,India,Finance,Small,Standard,Annual,72.82,18,Yes,22,65,11,410.87,Low,No,7,21.6,7,9,-65,5,1310.76,18,Bank Transfer,1,No,,Developing Customer,Occasional User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100403,Nancy Brown,Male,55,Canada,IT,Small,Standard,Quarterly,95.17,20,Yes,3,70,4,311.6,Low,No,15,27,6,27,27,2,1903.4,12,Credit Card,2,No,,Developing Customer,Daily User,Ongoing Support,47-56,Business Account,Monitor Engagement
CUST100404,Jessica Robinson,Male,26,Australia,IT,Small,Basic,Annual,20,46,No,21,97,14,176.4,High,No,12,2.4,10,0,-36,1,920,30,Paypal,6,No,,Established Customer,Rare Visitor,Ongoing Support,27-36,Growth Account,Immediate Outreach
CUST100405,Mary Clark,Female,34,United states,Education,Small,Basic,Monthly,20,8,Yes,14,102,3,281.9,High,Yes,8,32.4,3,16,67,4,160,20,Credit Card,5,No,,New Customer,Consistent User,Frequent Assistance,27-36,Starter Account,Monitor Engagement
CUST100406,Ananya Rodriguez,Male,25,United states,Manufacturing,Small,Standard,Annual,69.02,47,Yes,25,40,1,264.22,Low,No,6,11.8,6,21,-10,3,3243.94,22,Paypal,0,No,,Established Customer,Consistent User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST100407,Ahmed Sanchez,Male,34,Singapore,IT,Small,Premium,Monthly,157.85,20,No,7,52,3,283.51,Medium,No,13,22,9,5,40,5,3157,16,Credit Card,7,Yes,Missing Features,Developing Customer,Rare Visitor,Ongoing Support,27-36,Business Account,Monitor Engagement
CUST100408,Mary Brown,Male,64,United States,Manufacturing,Medium,Basic,Monthly,24.38,23,No,26,73,8,245.06,Medium,No,5,23.4,2,20,-68,5,560.74,19,Credit Card,0,No,,Developing Customer,Consistent User,Occasional Assistance,57+,Starter Account,Monitor Engagement
CUST100409,Priya Robinson,Female,61,United Kingdom,Retail,Small,Basic,Annual,20,20,Yes,14,3,10,220.79,Low,Yes,8,25,4,26,48,5,400,1,Paypal,7,No,,Developing Customer,Daily User,Frequent Assistance,57+,Starter Account,Monitor Engagement
CUST100410,James Martin,Female,42,United States,Education,Small,Basic,Monthly,43.97,32,Yes,18,116,10,405.06,Low,No,13,4.7,6,11,-19,3,1407.04,0,Credit Card,7,No,,Established Customer,Occasional User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST100411,Jennifer Martin,Female,24,Australia,Manufacturing,Small,Standard,Monthly,82.16,32,Yes,11,44,8,496.5,Low,Yes,5,15.3,9,13,-25,3,2629.12,11,Credit Card,2,No,,Established Customer,Occasional User,Occasional Assistance,18-26,Business Account,Monitor Engagement
CUST100412,Anthony Williams,Female,65,India,Manufacturing,Small,Premium,Quarterly,140.99,34,No,22,92,15,436.74,Medium,Yes,13,33.9,9,21,11,2,4793.66,29,Credit Card,6,No,,Established Customer,Consistent User,Ongoing Support,57+,Enterprise Account,Monitor Engagement
CUST100413,Ananya Clark,Male,27,India,Healthcare,Small,Basic,Annual,49.61,40,Yes,25,108,4,494.74,Medium,No,3,27.6,6,6,17,1,1984.4,29,Credit Card,1,No,,Established Customer,Rare Visitor,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST100414,Pierre Smith,Male,24,France,Healthcare,Small,Standard,Monthly,63.76,72,Yes,0,88,11,181.94,Low,Yes,15,1.5,10,16,15,5,4590.72,0,Bank Transfer,1,No,,Loyal Customer,Consistent User,Ongoing Support,18-26,Enterprise Account,Monitor Engagement
CUST100415,Elizabeth Davis,Male,38,United Kingdom,Retail,Small,Standard,Annual,65.94,22,Yes,3,55,14,358.78,High,No,1,46.3,6,29,-99,1,1450.68,3,Paypal,7,Yes,Competitor,Developing Customer,Daily User,Occasional Assistance,37-46,Growth Account,Loyal Customer
CUST100416,Charles Jones,Male,63,United Kingdom,IT,Medium,Premium,Annual,127.05,47,Yes,4,20,11,124.66,Low,No,2,20.6,9,14,-13,1,5971.35,15,Bank Transfer,8,No,,Established Customer,Occasional User,Occasional Assistance,57+,Enterprise Account,Monitor Engagement
CUST100417,Pierre White,Female,56,Netherlands,Finance,Small,Basic,Monthly,28.95,48,Yes,17,28,7,79.88,High,Yes,9,20.9,10,10,95,3,1389.6,20,Bank Transfer,1,No,,Loyal Customer,Occasional User,Frequent Assistance,57+,Growth Account,Monitor Engagement
CUST100418,Olga Garcia,Female,36,Canada,Education,Small,Premium,Annual,178.87,23,Yes,2,10,5,367.24,Medium,No,2,46.7,8,13,63,2,4114.01,29,Bank Transfer,7,No,,Developing Customer,Occasional User,Occasional Assistance,37-46,Enterprise Account,Monitor Engagement
CUST100419,James Ramirez,Male,40,France,IT,Medium,Premium,Monthly,178.29,28,No,0,56,8,121.57,Medium,No,7,1.1,8,27,91,1,4992.12,30,Credit Card,6,Yes,Low Usage,Established Customer,Daily User,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST100420,Barbara Martin,Female,22,Germany,Finance,Small,Premium,Quarterly,144.64,11,No,9,42,13,2.16,Medium,No,8,11.2,7,29,71,4,1591.04,28,Bank Transfer,2,No,,New Customer,Daily User,Frequent Assistance,18-26,Growth Account,Monitor Engagement
CUST100421,Liam Johnson,Male,32,United States,Finance,Small,Standard,Annual,61.9,47,No,22,13,11,12,High,No,7,26.7,3,3,-83,5,2909.3,14,Paypal,3,No,,Established Customer,Rare Visitor,Frequent Assistance,27-36,Business Account,Monitor Engagement
CUST100422,James Smith,Female,50,Netherlands,Healthcare,Medium,Basic,Monthly,25.33,65,Yes,7,31,5,492.73,Low,Yes,12,13,2,19,-90,2,1646.45,10,Credit Card,4,Yes,Competitor,Loyal Customer,Consistent User,Ongoing Support,47-56,Growth Account,Monitor Engagement
CUST100423,Michael Johnson,Male,39,United Kingdom,IT,Small,Standard,Annual,91.4,12,Yes,23,80,2,237.25,Medium,Yes,7,23.3,2,24,-32,5,1096.8,11,Credit Card,8,No,,Developing Customer,Daily User,Frequent Assistance,37-46,Growth Account,Monitor Engagement
CUST100424,Olga Jackson,Female,65,Germany,Manufacturing,Medium,Basic,Quarterly,28.07,14,Yes,28,68,14,95.13,High,No,1,31.2,5,30,-39,2,392.98,22,Bank Transfer,1,No,,Developing Customer,Daily User,Occasional Assistance,57+,Starter Account,Loyal Customer
CUST100425,Ava Harris,Male,40,United States,Education,Medium,Basic,Monthly,36.98,33,Yes,15,24,6,472.11,Low,Yes,11,36.2,0,3,-87,1,1220.34,30,Bank Transfer,4,Yes,Poor Support,Established Customer,Rare Visitor,Ongoing Support,37-46,Growth Account,Immediate Outreach
CUST100426,Noah Davis,Female,58,Australia,IT,Enterprise,Premium,Annual,160.43,72,Yes,8,73,9,103.71,Low,Yes,1,33.8,9,0,76,4,11550.96,22,Credit Card,0,No,,Loyal Customer,Rare Visitor,Occasional Assistance,57+,Enterprise Account,Monitor Engagement
